age,job,marital,education,default,balance,housing_loan,personal_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,LOAN_APPROVAL
59.0,retired,married,primary,0.0,-894.0,1.0,0.0,telephone,13.0,nov,1376.0,16.0,358.0,4.0,failure,1.0
65.0,retired,married,secondary,0.0,11626.0,1.0,0.0,cellular,8.0,nov,515.0,11.0,426.0,6.0,failure,1.0
19.0,retired,divorced,tertiary,0.0,11474.0,1.0,0.0,cellular,7.0,may,1667.0,14.0,428.0,3.0,failure,0.0
34.0,admin,divorced,tertiary,0.0,22717.0,1.0,1.0,telephone,1.0,may,335.0,13.0,58.0,3.0,failure,0.0
18.0,admin,divorced,tertiary,1.0,62367.0,1.0,0.0,cellular,24.0,oct,625.0,3.0,82.0,1.0,success,1.0
53.0,retired,divorced,tertiary,0.0,79881.0,0.0,1.0,telephone,4.0,oct,868.0,4.0,62.0,7.0,unknown,1.0
60.0,management,divorced,secondary,0.0,114061.0,0.0,1.0,telephone,1.0,oct,906.0,12.0,428.0,4.0,success,1.0
34.0,admin,divorced,tertiary,0.0,107201.0,1.0,0.0,cellular,24.0,jul,1928.0,8.0,448.0,5.0,failure,1.0
19.0,admin,married,secondary,0.0,72943.0,1.0,0.0,telephone,25.0,oct,422.0,1.0,295.0,6.0,unknown,1.0
50.0,services,married,secondary,0.0,103824.0,0.0,1.0,cellular,1.0,nov,1518.0,2.0,377.0,4.0,unknown,1.0
46.0,services,single,tertiary,0.0,3366.0,0.0,0.0,cellular,6.0,jul,504.0,7.0,146.0,5.0,failure,1.0
23.0,services,divorced,secondary,0.0,103017.0,1.0,1.0,cellular,19.0,feb,1814.0,7.0,345.0,1.0,failure,0.0
60.0,technician,married,tertiary,0.0,104310.0,1.0,0.0,cellular,29.0,mar,1241.0,13.0,163.0,8.0,success,0.0
53.0,admin,single,tertiary,1.0,64575.0,1.0,1.0,cellular,29.0,dec,767.0,1.0,396.0,3.0,unknown,0.0
41.0,retired,married,tertiary,0.0,92955.0,0.0,1.0,cellular,20.0,may,419.0,18.0,466.0,3.0,success,0.0
28.0,technician,single,primary,1.0,84595.0,1.0,0.0,telephone,9.0,aug,1985.0,12.0,374.0,6.0,success,1.0
22.0,technician,single,tertiary,0.0,11522.0,0.0,0.0,cellular,4.0,feb,747.0,15.0,304.0,7.0,unknown,1.0
47.0,technician,single,secondary,0.0,130036.0,1.0,0.0,telephone,7.0,sep,381.0,1.0,417.0,0.0,success,1.0
27.0,retired,married,tertiary,0.0,104066.0,0.0,1.0,cellular,20.0,may,154.0,18.0,417.0,9.0,unknown,0.0
54.0,technician,divorced,secondary,1.0,127965.0,0.0,1.0,cellular,23.0,nov,313.0,9.0,255.0,5.0,success,1.0
44.0,services,married,tertiary,0.0,123686.0,1.0,1.0,cellular,25.0,mar,1088.0,4.0,101.0,0.0,success,1.0
44.0,student,married,secondary,0.0,139583.0,0.0,0.0,telephone,16.0,apr,1146.0,2.0,81.0,6.0,failure,1.0
41.0,technician,married,primary,0.0,106504.0,0.0,0.0,telephone,27.0,aug,1722.0,19.0,216.0,4.0,unknown,1.0
71.0,management,single,primary,0.0,94309.0,0.0,0.0,cellular,15.0,nov,95.0,3.0,469.0,6.0,failure,1.0
71.0,services,married,primary,0.0,142089.0,1.0,0.0,cellular,25.0,jan,261.0,12.0,343.0,5.0,success,1.0
20.0,admin,single,secondary,0.0,140608.0,0.0,1.0,cellular,8.0,sep,1558.0,9.0,320.0,7.0,failure,1.0
55.0,admin,married,secondary,0.0,46179.0,0.0,1.0,telephone,7.0,dec,1541.0,1.0,474.0,9.0,success,1.0
43.0,services,married,secondary,1.0,141545.0,1.0,1.0,telephone,23.0,oct,1382.0,2.0,97.0,2.0,failure,1.0
62.0,student,married,tertiary,0.0,86254.0,1.0,0.0,telephone,16.0,dec,1831.0,14.0,83.0,9.0,failure,1.0
65.0,admin,single,tertiary,1.0,31046.0,0.0,0.0,telephone,4.0,apr,1523.0,11.0,488.0,3.0,unknown,1.0
56.0,retired,single,primary,0.0,129372.0,0.0,1.0,telephone,30.0,jun,1481.0,13.0,49.0,9.0,unknown,1.0
35.0,retired,single,tertiary,0.0,144357.0,0.0,0.0,cellular,13.0,oct,181.0,9.0,50.0,3.0,unknown,1.0
20.0,student,married,primary,0.0,19723.0,0.0,0.0,telephone,21.0,may,312.0,2.0,95.0,5.0,unknown,1.0
55.0,technician,single,secondary,0.0,55858.0,0.0,0.0,cellular,6.0,jun,1058.0,15.0,442.0,9.0,failure,0.0
59.0,student,divorced,primary,0.0,48699.0,1.0,0.0,telephone,1.0,feb,1864.0,10.0,36.0,7.0,failure,1.0
65.0,management,married,tertiary,1.0,136950.0,1.0,1.0,telephone,1.0,feb,1059.0,6.0,400.0,7.0,success,1.0
42.0,student,divorced,secondary,0.0,28109.0,0.0,1.0,telephone,23.0,feb,197.0,14.0,216.0,7.0,unknown,0.0
30.0,technician,divorced,tertiary,0.0,16389.0,0.0,1.0,cellular,26.0,jun,257.0,10.0,413.0,7.0,failure,0.0
42.0,management,married,tertiary,0.0,20797.0,1.0,0.0,telephone,23.0,jun,1307.0,7.0,144.0,3.0,failure,1.0
41.0,student,divorced,tertiary,0.0,38974.0,0.0,1.0,telephone,14.0,mar,229.0,6.0,149.0,0.0,failure,0.0
73.0,admin,divorced,tertiary,0.0,103569.0,1.0,1.0,cellular,12.0,sep,822.0,11.0,56.0,1.0,unknown,1.0
58.0,services,single,tertiary,0.0,59017.0,0.0,1.0,cellular,13.0,nov,1605.0,4.0,224.0,4.0,failure,1.0
33.0,technician,single,primary,0.0,104578.0,0.0,1.0,telephone,11.0,sep,847.0,8.0,443.0,8.0,failure,1.0
60.0,student,married,primary,0.0,117361.0,0.0,1.0,telephone,6.0,jan,1207.0,9.0,40.0,1.0,unknown,1.0
58.0,retired,divorced,secondary,0.0,134061.0,0.0,1.0,telephone,6.0,mar,913.0,13.0,97.0,7.0,failure,1.0
59.0,technician,single,secondary,0.0,127694.0,1.0,0.0,cellular,17.0,sep,523.0,8.0,356.0,4.0,unknown,1.0
28.0,retired,married,secondary,0.0,62443.0,0.0,1.0,telephone,24.0,jul,1988.0,5.0,243.0,8.0,unknown,0.0
74.0,services,divorced,tertiary,0.0,49827.0,1.0,1.0,cellular,8.0,jul,616.0,11.0,35.0,8.0,failure,0.0
38.0,services,single,tertiary,0.0,108904.0,0.0,0.0,cellular,3.0,dec,817.0,12.0,158.0,7.0,success,1.0
48.0,services,divorced,tertiary,0.0,28809.0,0.0,1.0,telephone,13.0,jul,235.0,5.0,181.0,4.0,success,0.0
71.0,technician,divorced,primary,0.0,31574.0,0.0,0.0,cellular,12.0,jan,841.0,6.0,97.0,4.0,failure,0.0
32.0,student,married,secondary,0.0,130372.0,0.0,0.0,cellular,25.0,apr,1484.0,8.0,134.0,7.0,success,1.0
70.0,retired,married,secondary,0.0,118790.0,0.0,0.0,telephone,21.0,jul,1333.0,9.0,135.0,9.0,unknown,1.0
62.0,admin,divorced,secondary,0.0,68256.0,1.0,1.0,telephone,1.0,aug,807.0,6.0,137.0,6.0,success,0.0
66.0,management,married,tertiary,0.0,84391.0,0.0,1.0,cellular,1.0,sep,609.0,10.0,469.0,8.0,success,0.0
53.0,services,single,tertiary,0.0,148106.0,1.0,0.0,telephone,17.0,jan,1326.0,9.0,489.0,4.0,unknown,0.0
60.0,admin,divorced,primary,0.0,130826.0,1.0,1.0,cellular,23.0,mar,305.0,6.0,187.0,6.0,failure,1.0
18.0,technician,divorced,primary,0.0,130675.0,0.0,0.0,cellular,9.0,may,1859.0,18.0,126.0,5.0,failure,1.0
45.0,management,married,primary,0.0,74084.0,1.0,0.0,telephone,4.0,aug,304.0,4.0,185.0,2.0,success,1.0
50.0,student,married,secondary,0.0,45528.0,1.0,1.0,cellular,15.0,jul,329.0,1.0,156.0,7.0,unknown,1.0
20.0,student,single,secondary,1.0,126998.0,0.0,0.0,telephone,4.0,may,494.0,5.0,356.0,3.0,unknown,0.0
72.0,student,divorced,tertiary,0.0,30462.0,0.0,1.0,cellular,9.0,oct,590.0,6.0,289.0,0.0,success,1.0
32.0,admin,married,secondary,0.0,17154.0,0.0,0.0,cellular,12.0,jan,1503.0,11.0,48.0,1.0,failure,1.0
50.0,student,single,tertiary,0.0,44633.0,0.0,1.0,cellular,1.0,nov,58.0,15.0,235.0,1.0,failure,1.0
49.0,student,married,secondary,0.0,92372.0,0.0,0.0,cellular,24.0,oct,1754.0,10.0,319.0,6.0,failure,1.0
40.0,admin,single,tertiary,0.0,37821.0,0.0,0.0,cellular,17.0,nov,1333.0,16.0,431.0,1.0,unknown,1.0
43.0,student,married,primary,0.0,89776.0,0.0,1.0,telephone,15.0,may,1051.0,10.0,165.0,6.0,success,1.0
65.0,services,divorced,tertiary,0.0,104558.0,0.0,1.0,telephone,18.0,aug,312.0,8.0,195.0,8.0,failure,0.0
34.0,admin,single,tertiary,0.0,45716.0,0.0,1.0,telephone,24.0,jan,1138.0,5.0,191.0,5.0,success,1.0
26.0,student,married,tertiary,0.0,118499.0,1.0,1.0,telephone,17.0,nov,1879.0,8.0,34.0,9.0,success,1.0
22.0,admin,divorced,secondary,0.0,23495.0,1.0,1.0,telephone,12.0,mar,241.0,9.0,408.0,3.0,success,0.0
46.0,student,single,primary,0.0,40649.0,1.0,1.0,telephone,14.0,nov,1643.0,10.0,118.0,2.0,unknown,1.0
23.0,management,single,primary,0.0,81265.0,0.0,1.0,telephone,19.0,jul,1383.0,15.0,369.0,3.0,unknown,0.0
64.0,management,married,primary,1.0,14038.0,0.0,0.0,telephone,18.0,jun,286.0,2.0,420.0,2.0,failure,0.0
58.0,technician,divorced,tertiary,0.0,48859.0,0.0,1.0,cellular,26.0,oct,168.0,15.0,50.0,2.0,success,1.0
52.0,services,divorced,tertiary,0.0,3978.0,1.0,0.0,cellular,25.0,jun,708.0,7.0,95.0,7.0,success,1.0
68.0,services,single,primary,0.0,88924.0,1.0,1.0,cellular,6.0,nov,671.0,9.0,237.0,2.0,unknown,0.0
38.0,admin,married,secondary,0.0,111785.0,0.0,0.0,telephone,19.0,jan,1792.0,5.0,322.0,1.0,failure,1.0
62.0,services,married,secondary,0.0,28040.0,0.0,1.0,cellular,6.0,feb,1843.0,13.0,226.0,9.0,unknown,1.0
62.0,services,divorced,secondary,0.0,141516.0,0.0,1.0,telephone,26.0,oct,687.0,12.0,334.0,7.0,failure,1.0
40.0,retired,single,tertiary,1.0,114017.0,1.0,0.0,cellular,27.0,feb,1089.0,9.0,135.0,4.0,failure,0.0
52.0,student,single,primary,0.0,62348.0,0.0,0.0,cellular,28.0,dec,58.0,15.0,373.0,5.0,failure,1.0
69.0,admin,single,primary,0.0,21572.0,0.0,1.0,cellular,2.0,oct,538.0,14.0,-1.0,2.0,failure,1.0
63.0,student,divorced,primary,0.0,2301.0,1.0,1.0,telephone,8.0,oct,1924.0,1.0,366.0,9.0,unknown,0.0
19.0,retired,married,secondary,0.0,127932.0,0.0,1.0,cellular,6.0,dec,1244.0,17.0,423.0,0.0,failure,0.0
74.0,technician,single,tertiary,0.0,99878.0,1.0,1.0,telephone,13.0,jan,1386.0,5.0,55.0,9.0,success,1.0
59.0,management,married,tertiary,0.0,-1163.0,1.0,1.0,telephone,4.0,jul,1439.0,10.0,272.0,0.0,unknown,1.0
26.0,services,divorced,tertiary,0.0,27933.0,0.0,0.0,telephone,24.0,jan,124.0,17.0,171.0,3.0,unknown,1.0
30.0,services,divorced,primary,1.0,13154.0,1.0,1.0,cellular,29.0,nov,1436.0,10.0,423.0,4.0,failure,0.0
60.0,retired,married,secondary,0.0,122628.0,0.0,0.0,cellular,18.0,oct,200.0,19.0,412.0,9.0,failure,1.0
51.0,student,married,secondary,0.0,20170.0,0.0,1.0,cellular,16.0,dec,680.0,13.0,52.0,3.0,failure,0.0
33.0,services,divorced,tertiary,1.0,101672.0,1.0,0.0,telephone,26.0,jul,1235.0,13.0,267.0,5.0,success,1.0
22.0,management,married,secondary,0.0,114089.0,0.0,1.0,cellular,23.0,mar,1888.0,16.0,12.0,6.0,failure,1.0
18.0,admin,divorced,tertiary,0.0,141657.0,1.0,1.0,telephone,18.0,oct,55.0,7.0,88.0,1.0,success,0.0
57.0,retired,single,tertiary,0.0,90515.0,0.0,1.0,cellular,20.0,jan,1758.0,7.0,485.0,8.0,failure,1.0
39.0,services,single,tertiary,0.0,18761.0,1.0,0.0,cellular,24.0,jan,1751.0,12.0,411.0,4.0,unknown,1.0
65.0,management,married,primary,0.0,16480.0,0.0,0.0,cellular,29.0,oct,1992.0,7.0,469.0,6.0,success,1.0
63.0,services,single,primary,0.0,9785.0,0.0,1.0,telephone,29.0,jan,1512.0,6.0,127.0,2.0,success,1.0
43.0,services,married,primary,0.0,42717.0,1.0,1.0,telephone,2.0,oct,1098.0,11.0,42.0,9.0,unknown,0.0
51.0,admin,single,tertiary,0.0,138050.0,0.0,1.0,telephone,12.0,jul,1499.0,16.0,133.0,0.0,unknown,1.0
67.0,retired,single,primary,0.0,25646.0,0.0,0.0,telephone,10.0,sep,167.0,3.0,399.0,5.0,failure,1.0
38.0,student,single,secondary,0.0,94219.0,0.0,0.0,cellular,23.0,oct,1817.0,16.0,469.0,0.0,unknown,1.0
24.0,retired,married,secondary,0.0,88091.0,0.0,0.0,cellular,30.0,may,1638.0,14.0,198.0,9.0,unknown,1.0
42.0,management,married,secondary,0.0,7032.0,1.0,0.0,telephone,29.0,feb,558.0,12.0,462.0,1.0,failure,0.0
74.0,student,divorced,secondary,0.0,82817.0,1.0,1.0,cellular,21.0,oct,1888.0,10.0,62.0,2.0,unknown,1.0
29.0,student,divorced,primary,0.0,92986.0,1.0,0.0,telephone,18.0,feb,1467.0,4.0,5.0,7.0,unknown,1.0
48.0,retired,married,primary,1.0,139104.0,1.0,0.0,cellular,8.0,oct,710.0,17.0,473.0,7.0,unknown,1.0
64.0,technician,married,tertiary,0.0,4015.0,0.0,1.0,cellular,12.0,jul,388.0,2.0,448.0,7.0,success,1.0
44.0,admin,married,tertiary,0.0,101520.0,0.0,1.0,telephone,10.0,sep,1057.0,16.0,372.0,1.0,failure,1.0
39.0,services,married,primary,0.0,85379.0,0.0,0.0,cellular,12.0,jan,1193.0,9.0,207.0,6.0,failure,1.0
51.0,retired,married,primary,0.0,21772.0,0.0,1.0,telephone,22.0,feb,1865.0,2.0,425.0,1.0,unknown,1.0
71.0,technician,married,secondary,0.0,139036.0,0.0,1.0,telephone,21.0,oct,831.0,2.0,245.0,4.0,unknown,1.0
34.0,retired,married,tertiary,0.0,93590.0,1.0,1.0,cellular,7.0,apr,1003.0,17.0,225.0,7.0,success,0.0
28.0,services,married,tertiary,0.0,19066.0,1.0,1.0,cellular,12.0,jan,1956.0,14.0,154.0,6.0,failure,0.0
46.0,retired,married,secondary,0.0,87172.0,1.0,1.0,telephone,5.0,may,813.0,1.0,445.0,1.0,unknown,1.0
51.0,services,single,secondary,0.0,80614.0,0.0,1.0,cellular,15.0,apr,1741.0,15.0,409.0,5.0,failure,0.0
68.0,student,single,secondary,0.0,35395.0,1.0,1.0,cellular,19.0,aug,1733.0,1.0,377.0,8.0,success,1.0
54.0,management,divorced,tertiary,0.0,132588.0,1.0,1.0,cellular,17.0,jul,1809.0,17.0,247.0,2.0,unknown,1.0
66.0,retired,single,tertiary,0.0,5337.0,0.0,1.0,cellular,22.0,jul,1185.0,17.0,26.0,4.0,failure,1.0
65.0,admin,single,tertiary,0.0,91500.0,1.0,1.0,telephone,30.0,feb,1246.0,14.0,308.0,4.0,failure,1.0
43.0,services,divorced,primary,0.0,51985.0,0.0,0.0,telephone,15.0,aug,1305.0,17.0,60.0,8.0,unknown,0.0
62.0,student,married,primary,0.0,2437.0,0.0,0.0,telephone,25.0,nov,199.0,15.0,387.0,9.0,failure,1.0
62.0,admin,married,primary,0.0,100394.0,1.0,1.0,telephone,11.0,nov,189.0,12.0,135.0,4.0,success,1.0
62.0,management,married,secondary,0.0,134241.0,1.0,0.0,telephone,4.0,jan,852.0,14.0,297.0,1.0,failure,1.0
49.0,admin,single,secondary,0.0,120892.0,0.0,0.0,cellular,9.0,dec,512.0,16.0,286.0,2.0,failure,1.0
54.0,admin,single,tertiary,0.0,108081.0,1.0,1.0,cellular,23.0,jun,77.0,7.0,354.0,5.0,unknown,0.0
22.0,management,divorced,secondary,0.0,19233.0,0.0,1.0,telephone,8.0,oct,360.0,8.0,288.0,2.0,unknown,0.0
37.0,student,single,secondary,0.0,-1970.0,1.0,1.0,telephone,15.0,sep,1055.0,10.0,90.0,8.0,unknown,0.0
68.0,retired,married,tertiary,0.0,88280.0,0.0,1.0,telephone,30.0,mar,1022.0,5.0,208.0,7.0,success,1.0
24.0,management,single,primary,0.0,129874.0,0.0,0.0,cellular,6.0,jun,1146.0,19.0,366.0,6.0,unknown,1.0
60.0,technician,single,tertiary,0.0,111806.0,1.0,0.0,telephone,15.0,jan,1066.0,6.0,54.0,4.0,success,1.0
40.0,services,divorced,primary,0.0,106337.0,1.0,0.0,cellular,1.0,nov,1473.0,13.0,121.0,4.0,failure,1.0
18.0,student,divorced,primary,0.0,108867.0,0.0,1.0,cellular,18.0,jul,1248.0,19.0,319.0,2.0,unknown,1.0
56.0,student,married,primary,0.0,120272.0,0.0,0.0,telephone,20.0,apr,938.0,9.0,319.0,2.0,failure,1.0
20.0,services,divorced,tertiary,0.0,109246.0,1.0,0.0,cellular,27.0,mar,119.0,19.0,331.0,4.0,unknown,0.0
62.0,student,divorced,secondary,0.0,1704.0,1.0,0.0,telephone,27.0,jul,1529.0,17.0,465.0,4.0,unknown,1.0
20.0,student,divorced,secondary,0.0,110006.0,0.0,1.0,telephone,21.0,nov,1040.0,13.0,218.0,3.0,unknown,1.0
23.0,retired,divorced,secondary,0.0,98537.0,1.0,0.0,telephone,30.0,mar,1011.0,16.0,393.0,3.0,failure,1.0
48.0,student,divorced,primary,0.0,19472.0,0.0,1.0,cellular,14.0,jun,347.0,3.0,90.0,7.0,success,0.0
71.0,management,single,tertiary,0.0,31922.0,1.0,0.0,cellular,3.0,aug,1875.0,3.0,60.0,2.0,failure,1.0
44.0,services,single,secondary,0.0,131487.0,1.0,1.0,cellular,29.0,sep,1318.0,2.0,209.0,4.0,unknown,0.0
46.0,services,divorced,tertiary,0.0,27800.0,1.0,0.0,cellular,29.0,jun,220.0,2.0,31.0,2.0,success,0.0
32.0,student,single,primary,0.0,33375.0,1.0,0.0,cellular,30.0,feb,824.0,9.0,124.0,2.0,failure,0.0
53.0,student,married,tertiary,0.0,55371.0,1.0,0.0,cellular,13.0,apr,1758.0,10.0,244.0,8.0,unknown,1.0
22.0,admin,divorced,secondary,0.0,23732.0,0.0,0.0,telephone,16.0,aug,1387.0,8.0,401.0,3.0,failure,0.0
20.0,management,married,tertiary,0.0,52017.0,0.0,0.0,telephone,12.0,dec,860.0,3.0,45.0,5.0,success,1.0
68.0,admin,single,tertiary,0.0,85395.0,0.0,1.0,telephone,6.0,aug,1397.0,8.0,13.0,6.0,success,1.0
42.0,technician,married,primary,0.0,27047.0,1.0,1.0,cellular,15.0,oct,1875.0,2.0,294.0,4.0,unknown,0.0
49.0,technician,divorced,tertiary,0.0,19607.0,0.0,1.0,cellular,8.0,jun,599.0,9.0,68.0,2.0,success,1.0
38.0,technician,divorced,primary,0.0,32777.0,1.0,0.0,telephone,9.0,mar,503.0,16.0,13.0,7.0,failure,0.0
65.0,retired,divorced,tertiary,0.0,129239.0,0.0,1.0,telephone,5.0,apr,1071.0,14.0,496.0,8.0,failure,0.0
34.0,management,married,primary,1.0,121709.0,1.0,0.0,cellular,12.0,apr,1817.0,11.0,34.0,5.0,unknown,1.0
26.0,retired,single,secondary,1.0,70041.0,1.0,1.0,cellular,29.0,jan,1841.0,18.0,475.0,6.0,success,1.0
43.0,technician,divorced,secondary,0.0,145641.0,0.0,1.0,telephone,20.0,nov,367.0,5.0,425.0,8.0,failure,1.0
39.0,student,divorced,tertiary,0.0,114363.0,0.0,0.0,cellular,27.0,sep,399.0,19.0,158.0,7.0,success,1.0
58.0,retired,single,tertiary,0.0,33449.0,1.0,1.0,telephone,27.0,dec,1439.0,13.0,181.0,1.0,failure,0.0
63.0,services,married,secondary,0.0,4708.0,0.0,0.0,telephone,29.0,oct,1551.0,6.0,96.0,3.0,unknown,1.0
40.0,retired,single,tertiary,0.0,70354.0,1.0,1.0,cellular,12.0,jul,57.0,17.0,497.0,8.0,success,0.0
28.0,management,single,primary,0.0,112141.0,0.0,1.0,cellular,28.0,jan,1797.0,3.0,278.0,0.0,unknown,1.0
27.0,admin,single,secondary,0.0,24769.0,0.0,1.0,telephone,25.0,may,887.0,15.0,289.0,8.0,unknown,0.0
40.0,management,single,tertiary,0.0,84447.0,0.0,1.0,telephone,6.0,jul,1879.0,18.0,144.0,0.0,failure,1.0
22.0,admin,divorced,primary,0.0,98013.0,0.0,0.0,telephone,16.0,feb,1404.0,12.0,371.0,8.0,unknown,1.0
72.0,student,single,primary,0.0,40601.0,1.0,0.0,telephone,16.0,jun,1922.0,9.0,89.0,5.0,success,1.0
43.0,retired,divorced,tertiary,0.0,32702.0,0.0,0.0,cellular,17.0,sep,1105.0,14.0,28.0,3.0,failure,1.0
21.0,retired,divorced,secondary,0.0,28650.0,1.0,0.0,telephone,1.0,aug,1715.0,17.0,68.0,4.0,success,1.0
60.0,management,divorced,tertiary,1.0,50864.0,1.0,0.0,telephone,10.0,mar,424.0,12.0,7.0,2.0,failure,1.0
44.0,student,single,tertiary,0.0,126240.0,1.0,1.0,telephone,4.0,feb,1278.0,15.0,207.0,4.0,unknown,1.0
55.0,admin,single,secondary,0.0,42985.0,0.0,0.0,cellular,16.0,apr,636.0,3.0,445.0,7.0,success,1.0
51.0,technician,single,tertiary,0.0,31352.0,0.0,0.0,telephone,9.0,jul,1821.0,5.0,101.0,4.0,unknown,1.0
20.0,student,single,tertiary,0.0,58667.0,1.0,1.0,telephone,19.0,oct,454.0,7.0,141.0,1.0,success,1.0
67.0,technician,married,secondary,0.0,149895.0,1.0,0.0,telephone,2.0,jun,487.0,17.0,266.0,6.0,unknown,0.0
49.0,retired,single,primary,0.0,83968.0,0.0,0.0,telephone,2.0,aug,30.0,2.0,251.0,8.0,failure,0.0
43.0,retired,single,secondary,0.0,35167.0,0.0,1.0,cellular,5.0,oct,807.0,13.0,1.0,4.0,success,1.0
35.0,student,divorced,tertiary,0.0,139450.0,1.0,1.0,telephone,22.0,aug,114.0,4.0,94.0,3.0,failure,1.0
24.0,student,single,secondary,0.0,43500.0,0.0,0.0,telephone,13.0,jul,1285.0,12.0,443.0,4.0,unknown,1.0
70.0,student,single,primary,0.0,131782.0,1.0,1.0,cellular,27.0,dec,1233.0,3.0,117.0,8.0,success,1.0
62.0,services,married,secondary,0.0,140124.0,1.0,0.0,cellular,16.0,nov,147.0,12.0,254.0,1.0,unknown,0.0
30.0,retired,single,primary,0.0,66056.0,1.0,1.0,cellular,25.0,nov,622.0,14.0,37.0,1.0,unknown,1.0
23.0,student,divorced,primary,0.0,88366.0,0.0,1.0,telephone,5.0,sep,1552.0,14.0,240.0,6.0,success,1.0
52.0,retired,married,secondary,0.0,114976.0,1.0,0.0,cellular,14.0,nov,1434.0,14.0,322.0,1.0,failure,0.0
48.0,services,single,primary,0.0,117849.0,0.0,1.0,cellular,5.0,may,1825.0,14.0,431.0,3.0,success,1.0
59.0,services,divorced,primary,0.0,80529.0,0.0,0.0,telephone,30.0,sep,160.0,19.0,382.0,9.0,failure,1.0
70.0,management,single,tertiary,0.0,77672.0,1.0,1.0,cellular,30.0,dec,378.0,5.0,119.0,4.0,failure,1.0
54.0,student,married,tertiary,0.0,143716.0,1.0,1.0,telephone,2.0,jan,1778.0,18.0,483.0,8.0,unknown,1.0
60.0,retired,single,secondary,0.0,134102.0,0.0,1.0,cellular,23.0,apr,1223.0,4.0,87.0,0.0,success,1.0
21.0,technician,single,secondary,0.0,117526.0,0.0,0.0,cellular,24.0,dec,1472.0,10.0,348.0,7.0,unknown,1.0
59.0,retired,married,secondary,0.0,65603.0,1.0,1.0,cellular,9.0,jan,98.0,18.0,256.0,7.0,failure,0.0
21.0,retired,married,tertiary,0.0,27603.0,1.0,1.0,cellular,1.0,oct,1610.0,9.0,380.0,4.0,success,0.0
62.0,student,married,primary,0.0,14659.0,1.0,0.0,cellular,4.0,dec,1614.0,7.0,90.0,0.0,failure,1.0
25.0,admin,single,primary,0.0,51963.0,0.0,0.0,telephone,15.0,apr,56.0,17.0,15.0,3.0,unknown,1.0
55.0,admin,married,primary,0.0,20928.0,1.0,1.0,telephone,8.0,jan,1588.0,12.0,35.0,1.0,unknown,0.0
28.0,management,single,primary,0.0,140971.0,1.0,0.0,cellular,22.0,oct,1964.0,19.0,169.0,3.0,unknown,1.0
19.0,technician,married,tertiary,0.0,126790.0,0.0,1.0,cellular,9.0,apr,753.0,14.0,437.0,6.0,success,1.0
35.0,admin,married,primary,0.0,24763.0,1.0,0.0,cellular,27.0,sep,470.0,10.0,295.0,1.0,success,0.0
35.0,student,married,tertiary,0.0,40081.0,0.0,1.0,telephone,13.0,jun,205.0,13.0,486.0,7.0,unknown,0.0
39.0,student,divorced,tertiary,0.0,130630.0,0.0,1.0,telephone,9.0,aug,759.0,10.0,4.0,7.0,failure,1.0
29.0,technician,divorced,tertiary,0.0,104931.0,0.0,0.0,cellular,27.0,dec,1415.0,16.0,88.0,1.0,success,0.0
34.0,services,single,tertiary,1.0,147994.0,0.0,1.0,telephone,8.0,jul,107.0,7.0,1.0,9.0,unknown,0.0
68.0,retired,divorced,tertiary,0.0,123831.0,1.0,0.0,telephone,19.0,feb,1787.0,13.0,274.0,0.0,success,1.0
34.0,management,married,secondary,0.0,69177.0,1.0,0.0,telephone,3.0,oct,221.0,1.0,338.0,0.0,failure,0.0
53.0,technician,divorced,secondary,0.0,44012.0,1.0,1.0,cellular,9.0,aug,807.0,7.0,438.0,6.0,failure,0.0
46.0,student,single,secondary,0.0,15071.0,0.0,0.0,cellular,22.0,aug,568.0,19.0,237.0,9.0,success,0.0
66.0,admin,divorced,primary,0.0,135022.0,0.0,0.0,telephone,3.0,jul,672.0,18.0,365.0,9.0,failure,1.0
33.0,retired,divorced,tertiary,0.0,51138.0,1.0,0.0,telephone,27.0,jun,462.0,11.0,119.0,2.0,unknown,1.0
58.0,retired,single,tertiary,0.0,116037.0,0.0,0.0,telephone,21.0,aug,1102.0,6.0,394.0,9.0,unknown,1.0
28.0,retired,married,tertiary,0.0,61283.0,0.0,0.0,telephone,8.0,aug,745.0,19.0,422.0,6.0,failure,1.0
61.0,student,divorced,primary,0.0,9689.0,0.0,0.0,cellular,4.0,apr,958.0,8.0,238.0,5.0,success,1.0
60.0,management,married,tertiary,0.0,24706.0,1.0,0.0,telephone,20.0,oct,890.0,4.0,10.0,7.0,success,1.0
62.0,services,divorced,tertiary,1.0,86870.0,0.0,1.0,telephone,15.0,nov,1444.0,3.0,311.0,9.0,success,1.0
39.0,retired,divorced,tertiary,0.0,46761.0,1.0,1.0,telephone,11.0,jun,91.0,2.0,398.0,5.0,success,1.0
47.0,retired,single,tertiary,0.0,125712.0,0.0,1.0,telephone,7.0,nov,1221.0,11.0,23.0,0.0,success,1.0
25.0,retired,divorced,primary,0.0,64738.0,0.0,0.0,cellular,26.0,dec,1187.0,13.0,417.0,5.0,failure,1.0
63.0,services,single,tertiary,0.0,132190.0,1.0,0.0,telephone,28.0,dec,697.0,17.0,111.0,5.0,unknown,0.0
35.0,admin,married,secondary,0.0,135111.0,0.0,0.0,cellular,10.0,sep,1154.0,4.0,303.0,8.0,unknown,1.0
63.0,student,single,tertiary,0.0,92078.0,1.0,1.0,cellular,8.0,nov,703.0,7.0,60.0,7.0,success,1.0
